CHROM,pi,pf,lp,gpi,gpf,lgp,nSNP,label,Genotype
Chr06,137723,15119672,14981949,0.035204584087614545,7.957556995287058,7.9223524111994434,380,1.0,GCDT_082
Chr06,25936015,27656485,1720470,43.42502936003129,44.15567668146885,0.7306473214375586,30,1.0,GCDT_082
Chr07,19650,2965127,2945477,0.7336833854875305,22.59641654708887,21.86273316160134,510,1.0,GCDT_279
Chr08,55851728,63015307,7163579,64.0769905593611,97.65981664775192,33.58282608839082,1360,1.0,GCDT_279
Chr08,53130345,53473611,343266,56.64983154041344,58.15205173541439,1.5022201950009517,80,1.0,GCDT_279
Chr04,22568,4560541,4537973,-0.004243776094179019,22.381171964175504,22.385415740269682,270,1.0,GCDT_010
Chr07,34049219,37004298,2955079,70.42493681889255,76.24809863116096,5.82316181226841,50,1.0,GCDT_097
Chr03,19928,912537,892609,-0.031145260653924325,1.8268698633373024,1.8580151239912268,30,1.0,GCDT_064
Chr03,52417339,53238701,821362,94.95237302637872,96.91581181899616,1.9634387926174384,50,1.0,GCDT_064
Chr05,21533458,38238381,16704923,41.06149684069221,48.92035897141734,7.858862130725136,60,1.0,GCDT_064
Chr06,25731610,27223210,1491600,42.267250827047846,43.61294901163797,1.3456981845901268,50,1.0,GCDT_064
Chr10,5855938,38147188,32291250,9.803181687301118,21.52375548370471,11.720573796403594,770,1.0,GCDT_226
Chr04,42417068,44825390,2408322,48.42890737031168,50.37036071736254,1.9414533470508601,170,1.0,GCDT_244
Chr06,25984388,27656896,1672508,42.680249253915356,44.146911044579056,1.4666617906637,40,1.0,GCDT_244
Chr08,55851728,56216604,364876,64.12750865485073,64.71130079683185,0.583792141981121,70,1.0,GCDT_244
Chr03,49492839,53197961,3705122,81.27289608260304,97.40722239392063,16.134326311317594,180,1.0,GCDT_072
Chr06,65342,15381530,15316188,0.0259869565982332,8.593748924461263,8.56776196786303,510,1.0,GCDT_072
Chr08,45500,271065,225565,-0.013268400635699585,0.10972609798064356,0.12299449861634315,60,1.0,GCDT_072
Chr04,4560541,21510505,16949964,28.63713118237643,32.541521813218324,3.9043906308418954,50,1.0,GCDT_158
Chr04,42417068,43219997,802929,48.92867429583712,48.92867429583712,0.0,20,1.0,GCDT_158
Chr01,72796,38515452,38442656,1.8938466842109052,44.31784482312617,42.423998138915266,1350,1.0,GCDT_199
Chr08,53130345,53473611,343266,56.82093380712839,58.068023478925504,1.247089671797113,60,1.0,GCDT_200
Chr08,55939742,59634429,3694687,64.25303933817224,72.85037372099636,8.597334382824116,530,1.0,GCDT_200
Chr04,5798707,14682026,8883319,30.328992110926713,36.27756196134305,5.948569850416334,40,1.0,GCDT_223
Chr04,26569796,39381815,12812019,41.77914728029932,41.77914728029932,0.0,20,1.0,GCDT_223
Chr03,33700794,45923585,12222791,43.284733390093756,66.34115395868247,23.056420568588713,1130,1.0,GCDT_189
Chr07,14247,3505855,3491608,0.4476603030575167,23.234355802174555,22.786695499117037,650,1.0,GCDT_189
Chr08,50964,1996435,1945471,-0.009737295112797157,10.156167107446961,10.16590440255976,290,1.0,GCDT_189
Chr08,55939742,62966381,7026639,64.13212203169327,97.57205215827429,33.43993012658102,1600,1.0,GCDT_189
Chr08,53129697,53557319,427622,56.591012586043966,58.24351918338342,1.6525065973394533,90,1.0,GCDT_189
Chr05,39422986,40422828,999842,65.89431565934738,69.51082307747585,3.6165074181284638,30,1.0,GCDT_252
Chr04,43695516,44916033,1220517,49.64161238867482,51.63968330685562,1.998070918180801,50,1.0,GCDT_184
Chr07,14247,643087,628840,0.10606727566721152,6.799717169021339,6.693649893354128,150,1.0,GCDT_204
Chr08,45500,2006317,1960817,-0.018075807014765757,10.245594875495076,10.263670682509842,290,1.0,GCDT_204
Chr10,263850,36675719,36411869,0.0436726937515672,21.285034917111204,21.241362223359637,1440,1.0,GCDT_204
Chr07,19650,3430264,3410614,0.7627446261185413,23.210447585514693,22.447702959396153,290,1.0,GCDT_277
Chr08,55927692,63015307,7087615,64.210776444383,97.63643349421447,33.42565704983147,870,1.0,GCDT_277
Chr08,53234471,53537773,303302,57.277614353509605,58.08398681526247,0.8063724617528649,40,1.0,GCDT_277
Chr01,51047291,51324920,277629,74.23830887307845,75.8670408484562,1.6287319753777467,30,1.0,GCDT_243
Chr08,56040044,62895050,6855006,64.42394035085876,96.44373630639942,32.01979595554066,530,1.0,GCDT_243
Chr08,53137241,54132110,994869,57.281958532947435,58.14093717396147,0.8589786410140334,30,1.0,GCDT_243
Chr10,516557,39731534,39214977,0.3478454910121592,21.952281538573665,21.604436047561506,470,1.0,GCDT_243
Chr03,31416,990176,958760,0.06226473840223536,2.131335125912716,2.0690703875104806,140,1.0,GCDT_052
Chr06,26356066,27656896,1300830,44.10941387213675,44.53559698211125,0.42618310997450237,30,1.0,GCDT_185
Chr05,21301012,31229901,9928889,40.8024721143805,40.8024721143805,0.0,20,1.0,GCDT_297
Chr05,7405449,10121396,2715947,30.54288807437553,30.54288807437553,0.0,20,1.0,GCDT_297
Chr07,19650,1102314,1082664,0.2631861864639969,10.423816785318714,10.160630598854716,190,1.0,GCDT_287
Chr03,43020555,45923578,2903023,64.11920615426807,66.07218990171604,1.9529837474479734,80,1.0,GCDT_190
Chr08,45500,1819632,1774132,-0.01771997761027955,9.58172542671816,9.59944540432844,210,1.0,GCDT_190
Chr08,55831197,63015352,7184155,63.98171740253154,97.68855641219305,33.706839009661515,1490,1.0,GCDT_190
Chr08,53130266,53473611,343345,56.60811634681368,58.182773417652996,1.574657070839315,80,1.0,GCDT_190
Chr01,37356273,38135385,779112,43.83259608296587,44.049471967205,0.21687588423912985,50,1.0,GCDT_227
Chr03,51442041,52855522,1413481,92.98562749134243,94.71205787695595,1.7264303856135257,20,1.0,GCDT_272
Chr01,22587,3200705,3178118,0.1908324076361831,23.405696886630928,23.214864478994745,720,1.0,GCDT_249
Chr06,26501745,27656362,1154617,43.965160954197906,44.193874823752296,0.22871386955439021,30,1.0,GCDT_249
Chr06,21185375,21484873,299498,29.069975286048997,29.069975286048997,0.0,20,1.0,GCDT_249
Chr07,39725296,40016245,290949,91.70848583023623,92.48408761480185,0.7756017845656231,90,1.0,GCDT_137
Chr11,4305873,6332981,2027108,34.790080527807625,45.35054696590275,10.560466438095126,380,1.0,GCDT_137
Chr03,3952594,43724817,39772223,18.73284846770462,65.5062217667057,46.773373299001086,5990,1.0,GCDT_059
Chr04,22568,4914566,4891998,-0.00520865293107316,26.13733125858441,26.142539911515485,320,1.0,GCDT_059
Chr08,62537258,62968328,431070,93.50945487380696,97.58210651254372,4.072651638736758,30,1.0,GCDT_041
Chr01,49140933,51397301,2256368,61.21077869868864,76.785249605724,15.574470907035362,470,1.0,GCDT_002
Chr08,55851685,62956779,7105094,64.0493749689728,97.51730227282188,33.46792730384908,1140,1.0,GCDT_002
Chr08,53130350,53537773,407423,56.757521846779746,58.21015258184156,1.4526307350618168,70,1.0,GCDT_002
Chr06,25620181,27669142,2048961,41.61776776422176,44.342717828821925,2.724950064600165,40,1.0,GCDT_087
Chr08,45500,1770199,1724699,-0.019414569874255983,9.206555823226266,9.225970393100521,370,1.0,GCDT_087
Chr10,43819178,44264907,445729,56.68964634647186,57.3944343499707,0.704788003498841,110,1.0,GCDT_087
Chr05,38715061,39334671,619610,58.297385644267436,62.84456915572548,4.547183511458044,80,1.0,GCDT_053
Chr06,25731608,28275589,2543981,41.660623139258256,44.803905410303535,3.1432822710452797,40,1.0,GCDT_053
Chr06,65342,15381091,15315749,0.02456642749923301,8.659796606297189,8.635230178797956,460,1.0,GCDT_053
Chr06,21153822,21403266,249444,28.960836055246354,28.960836055246354,0.0,20,1.0,GCDT_053
Chr08,3106736,4029295,922559,16.195477160015233,19.505619688133205,3.3101425281179715,30,1.0,GCDT_053
Chr01,173006,685491,512485,2.4410154284073533,5.608981413467162,3.1679659850598085,60,1.0,GCDT_236
Chr03,45775,43532645,43486870,0.5217271099423233,63.9679525590777,63.446225449135376,1400,1.0,GCDT_236
Chr08,51312,1434937,1383625,0.17563165156546046,5.5531836384482585,5.377551986882798,50,1.0,GCDT_236
Chr01,603009,3402724,2799715,6.251072619278668,24.179627907239087,17.92855528796042,640,1.0,GCDT_198
Chr01,51040794,51397310,356516,73.88623824582176,76.82331287509538,2.9370746292736243,110,1.0,GCDT_198
Chr10,43903583,44259280,355697,56.9395158018332,57.39208904135048,0.4525732395172781,100,1.0,GCDT_096
Chr07,38992768,40011234,1018466,90.50127710750036,92.49857685656698,1.9972997490666273,110,1.0,GCDT_143
Chr01,51040784,51406545,365761,73.85909107895544,76.91195086525335,3.0528597862979012,140,1.0,GCDT_245
Chr08,55927839,63015352,7087513,64.1129679114774,97.69770601696068,33.58473810548328,1810,1.0,GCDT_245
Chr08,53137031,53678201,541170,56.64796557330443,58.46784417643313,1.8198786031287,110,1.0,GCDT_245
Chr01,40781157,51397374,10616217,51.153381248331364,76.84426505161238,25.690883803281018,1510,1.0,GCDT_113
Chr06,25419861,28226319,2806458,41.99214479423139,44.827890249989956,2.8357454557585626,50,1.0,GCDT_113
Chr01,22587,51406545,51383958,0.24507363016024855,76.84783362858215,76.6027599984219,4530,1.0,G40056
Chr02,17625,12521347,12503722,2.7544234648202237,17.332657784591856,14.578234319771632,90,1.0,G40056
Chr02,34032432,48688267,14655835,38.16413215988421,72.07356864073495,33.90943648085074,350,1.0,G40056
Chr02,48727422,49637702,910280,78.2642943611833,79.59488380259066,1.330589441407355,100,1.0,G40056
Chr02,26402100,29213659,2811559,25.65567150045509,27.769713895537272,2.1140423950821834,30,1.0,G40056
Chr03,19928,53197961,53178033,-0.021754101701270505,97.40722239392063,97.42897649562191,6470,1.0,G40056
Chr04,22568,46931194,46908626,-0.00520865293107316,68.14432358238818,68.14953223531926,890,1.0,G40056
Chr04,46931195,47982376,1051181,73.67359925906105,77.27817279832198,3.604573539260926,50,1.0,G40056
Chr05,33982,40821174,40787192,0.002601166057297437,76.41932870339411,76.41672753733681,1150,1.0,G40056
Chr06,19849166,28083654,8234488,25.601180829266358,46.03717782389495,20.435996994628592,220,1.0,G40056
Chr06,65342,15408827,15343485,0.02598617276592368,8.916789334745875,8.890803161979951,530,1.0,G40056
Chr06,28613905,31200665,2586760,53.39564251026702,65.86313874138435,12.46749623111733,530,1.0,G40056
Chr07,5762007,40011267,34249260,34.797575881786535,92.49681872948423,57.6992428476977,370,1.0,G40056
Chr07,14247,3505855,3491608,0.10606727566721152,23.668541448077676,23.562474172410464,650,1.0,G40056
Chr08,11528512,62968328,51439816,36.49118559021757,97.58210651254372,61.09092092232615,2140,1.0,G40056
Chr08,45500,9055513,9010013,-0.020200317136279015,30.98833272854136,31.008533045677638,580,1.0,G40056
Chr09,2518519,14943519,12425000,2.2957172873887783,8.370348948966706,6.074631661577928,40,1.0,G40056
Chr09,14943623,38222711,23279088,20.450740878998253,60.937404825856675,40.48666394685842,1410,1.0,G40056
Chr09,14015858,20346063,6330205,15.279724058474702,15.279724058474702,0.0,20,1.0,G40056
Chr10,42732306,44264787,1532481,50.47301908084172,57.39380279399332,6.9207837131516,130,1.0,G40056
Chr10,42270382,43396589,1126207,44.903200275358,44.903200275358,0.0,20,1.0,G40056
Chr10,263850,40108945,39845095,0.024574290851064502,24.80281249608032,24.778238205229258,1340,1.0,G40056
Chr10,40736692,41905943,1169251,31.574966295252214,31.574966295252214,0.0,20,1.0,G40056
Chr10,41983237,42732189,748952,39.655577297781136,39.655577297781136,0.0,20,1.0,G40056
Chr11,48385,1258897,1210512,6.082672463101118,8.701915545881985,2.6192430827808666,30,1.0,G40056
Chr11,50437105,50576836,139731,70.7683077118102,70.7683077118102,0.0,20,1.0,G40056
Chr11,2972041,48008147,45036106,27.017111583212067,57.91859323359781,30.901481650385744,860,1.0,G40056
Chr11,2291372,2377863,86491,21.18820762002067,21.18820762002067,0.0,20,1.0,G40056
Chr07,35023237,40010892,4987655,87.07271454499184,92.4111822468841,5.338467701892256,50,1.0,GCDT_259
Chr07,918760,1312422,393662,11.432043079024572,11.432043079024572,0.0,20,1.0,GCDT_259
Chr08,9857742,14423616,4565874,36.18984459468727,37.083333986133816,0.8934893914465434,50,1.0,GCDT_253
Chr08,45500,1046162,1000662,-0.020244930075304108,4.0656749801666185,4.085919910241922,240,1.0,GCDT_012
Chr10,263850,37108000,36844150,0.0245629314543848,21.348210420598,21.323647489143617,1090,1.0,GCDT_012
Chr10,263850,36675714,36411864,0.028604315783423345,21.278156929855424,21.249552614072,1310,1.0,GCDT_192
Chr04,43524735,43919661,394926,49.37350674945497,49.7802712200266,0.40676447057163045,120,1.0,GCDT_221
Chr03,1606422,29433471,27827049,6.071529381110622,38.44141077732328,32.369881396212655,2100,1.0,GCDT_181
Chr06,25731959,27603231,1871272,42.074878517386324,44.02183869281352,1.9469601754271935,50,1.0,GCDT_181
Chr04,2777472,4560760,1783288,17.58238256421662,21.041150599216376,3.458768034999757,50,1.0,GCDT_079
Chr06,137857,14814805,14676948,0.037274280620837694,7.329720666735888,7.29244638611505,240,1.0,GCDT_079
Chr06,25731959,27223210,1491251,42.67275620007161,42.67275620007161,0.0,30,1.0,GCDT_079
Chr01,22587,3538329,3515742,0.061387864441357534,24.67664708678513,24.615259222343774,700,1.0,GCDT_163
Chr04,22568,1972172,1949604,-0.005106072259921306,6.892940178284535,6.898046250544456,100,1.0,GCDT_292
Chr08,55834599,58263940,2429341,63.9984442184152,69.48523306080129,5.48678884238609,480,1.0,GCDT_292
Chr08,53137207,53473594,336387,56.75067651405232,58.165429181496656,1.4147526674443327,90,1.0,GCDT_292
Chr01,45438218,51314841,5876623,52.73460148431508,75.6641377029965,22.92953621868142,900,1.0,GCDT_161
Chr08,45500,962426,916926,-0.013750375248515405,3.3807081502637923,3.3944585255123076,170,1.0,GCDT_015
Chr08,62536848,62575726,38878,93.55713930785662,93.55713930785662,0.0,20,1.0,GCDT_015
Chr01,49295044,51397350,2102306,61.49076316063821,76.82058140765338,15.329818247015169,450,1.0,GCDT_168
Chr03,33533775,43724822,10191047,43.23232991103,65.27316778657016,22.040837875540156,730,1.0,GCDT_168
Chr03,19928,1204528,1184600,-0.04736295810726983,3.338838273970153,3.386201232077423,160,1.0,GCDT_025
Chr06,25936015,27656362,1720347,42.23628310032906,44.193874823752296,1.957591723423235,40,1.0,GCDT_025
Chr06,28613936,31203625,2589689,54.20596396350809,65.87555916226806,11.669595198759971,550,1.0,GCDT_025
Chr08,62550164,63015097,464933,93.53031809031759,97.61180338510373,4.081485294786134,20,1.0,GCDT_025
Chr03,3953679,43815524,39861845,18.794252980160174,65.68247667160949,46.88822369144932,5910,1.0,GCDT_058
Chr04,2739236,4914566,2175330,16.204512671396955,26.13733125858441,9.932818587187455,150,1.0,GCDT_058
Chr04,22568,2175419,2152851,-0.00520865293107316,9.710761704797537,9.71597035772861,160,1.0,GCDT_058
Chr08,62537510,62966381,428871,93.51217695627659,97.57205215827429,4.0598752019976985,40,1.0,GCDT_058
Chr01,22587,51397457,51374870,0.061387864441357534,76.86523041706542,76.80384255262406,4300,1.0,G40287
Chr02,17625,13743938,13726313,2.8735441781905267,17.515975544350386,14.64243136615986,100,1.0,G40287
Chr02,26924805,29213659,2288854,25.837784822365123,27.650373434026328,1.812588611661205,30,1.0,G40287
Chr02,33694566,47632439,13937873,37.42650792023221,69.90407106311979,32.477563142887576,310,1.0,G40287
Chr02,48727479,49637505,910026,78.45382710760221,79.54540289496937,1.0915757873671623,90,1.0,G40287
Chr03,27094,53197671,53170577,0.049675013345886254,96.90129418108627,96.85161916774038,5580,1.0,G40287
Chr04,22568,46891573,46869005,-0.00520865293107316,65.8646061879102,65.86981484084127,780,1.0,G40287
Chr04,46910342,47982376,1072034,72.41581758704623,77.27775994737449,4.861942360328257,50,1.0,G40287
Chr05,33982,40883244,40849262,0.002551770639287048,76.24813983811293,76.24558806747365,990,1.0,G40287
Chr06,19766042,27656613,7890571,25.650446057848438,44.311045390547704,18.660599332699267,160,1.0,G40287
Chr06,65342,15381543,15316201,0.02456642749923301,8.895507701570653,8.87094127407142,480,1.0,G40287
Chr06,28226256,31182285,2956029,53.11366901852629,65.8064119108906,12.692742892364315,500,1.0,G40287
Chr07,33094082,40011234,6917152,68.23897838137057,92.45621947520377,24.217241093833195,150,1.0,G40287
Chr07,4550256,26516428,21966172,34.39815464637125,49.82227954114459,15.424124894773335,130,1.0,G40287
Chr07,26565124,30170546,3605422,57.28846957905567,60.222883300657976,2.9344137216023043,50,1.0,G40287
Chr07,14247,4408673,4394426,0.2756710245667743,28.213937783419556,27.938266758852784,610,1.0,G40287
Chr08,51080,63004594,62953514,-0.011965482998774313,97.5988590746574,97.61082455765617,2520,1.0,G40287
Chr09,2518519,14765072,12246553,2.3760414769386093,8.820952828087119,6.44491135114851,40,1.0,G40287
Chr09,14943519,38234679,23291160,20.47987835514435,60.964959954506064,40.48508159936171,1370,1.0,G40287
Chr09,14015862,21391864,7376002,15.290515403486294,15.290515403486294,0.0,20,1.0,G40287
Chr10,42495061,44261330,1766269,48.24012881918973,57.39444489521274,9.154316076023015,130,1.0,G40287
Chr10,303220,40628969,40325749,0.04617791166715154,29.03425245303957,28.98807454137242,1370,1.0,G40287
Chr10,42047025,43183736,1136711,42.46354948870046,42.46354948870046,0.0,20,1.0,G40287
Chr10,41088405,42429627,1341222,37.430919257134335,37.430919257134335,0.0,20,1.0,G40287
Chr11,2737687,49164953,46427266,23.84096690941298,58.392793632031186,34.5518267226182,840,1.0,G40287
Chr11,51717810,53133143,1415333,76.53912860721849,76.53912860721849,0.0,20,1.0,G40287
Chr11,48385,1310100,1261715,6.852134982927026,9.291972749292992,2.439837766365965,30,1.0,G40287
Chr08,962426,1817331,854905,4.891813057674668,9.515497684652773,4.623684626978106,40,1.0,GCDT_133
Chr01,49584075,51397350,1813275,62.32472317238411,76.83376782226526,14.509044649881147,470,1.0,GCDT_271
Chr06,25974248,28042997,2068749,42.714932997320595,45.32619885859617,2.6112658612755766,50,1.0,GCDT_271
Chr07,19650,3360263,3340613,0.3504212690854573,23.024188741022225,22.673767471936767,500,1.0,GCDT_271
Chr10,42495061,44225375,1730314,51.27170245056861,57.39424483042564,6.12254237985703,60,1.0,GCDT_106
Chr10,41088405,43396658,2308253,43.73811316718894,43.73811316718894,0.0,20,1.0,GCDT_106
Chr03,50737683,52993489,2255806,88.25947449459099,92.17403366972536,3.9145591751343716,30,1.0,GCDT_164
Chr02,44880352,47556089,2675737,65.51019837507769,65.51019837507769,0.0,20,1.0,GCDT_155
Chr02,41768916,46858660,5089744,57.35628076927179,57.35628076927179,0.0,20,1.0,GCDT_155
Chr08,55948077,57829289,1881212,64.53047605239368,68.62485117219688,4.094375119803203,110,1.0,GCDT_155
Chr08,53234471,54132110,897639,57.341442759559676,58.18286436840121,0.8414216088415358,40,1.0,GCDT_155
Chr10,43687500,44177823,490323,56.85412442706503,57.359741103616216,0.5056166765511847,40,1.0,GCDT_155
Chr03,37518763,40571131,3052368,49.32334096902682,56.837907016403186,7.514566047376363,250,1.0,GCDT_093
Chr06,137723,15381033,15243310,0.030808337891174507,8.555267604737049,8.524459266845874,420,1.0,GCDT_093
Chr06,25731610,28226219,2494609,42.47690097470372,44.513260552778114,2.0363595780743964,50,1.0,GCDT_104
Chr01,45519992,51325177,5805185,52.72125345058198,76.74006661886905,24.018813168287068,950,1.0,GCDT_162
Chr03,422592,566249,143657,0.7481888190767071,0.8924002550497144,0.14421143597300734,30,1.0,GCDT_280
