Chromosome,Position_bp,Predicted_cM
Chr01,1480911,13.0207187358938
Chr01,1480954,13.0213174655955
Chr01,1481335,13.026617196969
Chr01,1481335,13.026617196969
Chr01,1499995,13.2705036360278
Chr01,1500034,13.2709729127247
Chr01,1500047,13.2711292932633
Chr01,1500098,13.2717425685368
Chr01,1500102,13.2717906538821
Chr01,1500560,13.2772822457911
Chr01,1502069,13.2951733261726
Chr01,1502089,13.2954083298096
Chr01,1502103,13.2955727988981
Chr01,1503283,13.3093362445835
Chr01,1507691,13.3590489962168
Chr01,1507703,13.3591807266243
Chr01,1548678,13.710511389326
Chr01,1548688,13.7105765463456
Chr01,1548696,13.7106286659391
Chr01,1570935,13.837082039448
Chr01,1594646,13.941582483087
Chr01,1594659,13.9416341009353
Chr01,1598504,13.9567119123826
Chr01,1598538,13.9568436637201
Chr01,1626694,14.0616758889381
Chr01,1626760,14.0619223892026
Chr01,1626829,14.0621801518933
Chr01,1626868,14.0623258701659
Chr01,1626870,14.062333343412
Chr01,1626998,14.0628117360822
Chr01,1627075,14.0630996191993
Chr01,1627186,14.0635147521007
Chr01,1627770,14.0657014604918
Chr01,1627913,14.0662375688567
Chr01,1627971,14.066455086126
Chr01,1628301,14.0676935065898
Chr01,1629370,14.0717148932476
Chr01,1647190,14.141076133955
Chr01,1647211,14.1411606283904
Chr01,1647213,14.1411686758372
Chr01,1647230,14.1412370816465
Chr01,1647285,14.1414584253612
Chr01,1670069,14.2374790732206
Chr01,1670105,14.2376380671619
Chr01,1670109,14.2376557346586
Chr01,1686701,14.3136354732125
Chr01,1700537,14.381417117714
Chr01,1701373,14.3856505156945
Chr01,1701397,14.3857722878339
Chr01,1711348,14.4374376361056
Chr01,1711395,14.4376873352125
Chr01,1711396,14.4376926485506
Chr01,1711406,14.4377457832863
Chr01,1711625,14.4389100519662
Chr01,1719319,14.4805752058531
Chr01,1719327,14.4806193103419
Chr01,1719355,14.4807736890337
Chr01,1719400,14.481021839956
Chr01,1719411,14.4810825070056
Chr01,1719434,14.4812093663662
Chr01,1719466,14.4813858890242
Chr01,1783245,14.8917785452249
Chr01,1783257,14.8918679282995
Chr01,1783867,14.8964181751337
Chr01,1783871,14.8964480556229
Chr01,1794547,14.9782166542596
Chr01,1794568,14.9783815270756
Chr01,1794625,14.9788291199259
Chr01,1794628,14.9788526807208
Chr01,1794658,14.979088306693
Chr01,1794755,14.9798503883069
Chr01,1795011,14.9818633014792
Chr01,1795051,14.9821780349612
Chr01,1795084,14.9824377340096
Chr01,1795104,14.9825951467026
Chr01,1795105,14.9826030177202
Chr01,1795324,14.9843276495375
Chr01,1795378,14.984753170254
Chr01,1795609,14.9865746555638
Chr01,1799367,15.0164824848239
Chr01,1799413,15.0168518020052
Chr01,1800439,15.0251096009307
Chr01,1800495,15.0255614455542
Chr01,1800508,15.0256663547567
Chr01,1800686,15.0271034370186
Chr01,1800746,15.0275881128063
Chr01,1802854,15.0447017834513
Chr01,1847090,15.4443785422809
Chr01,1847114,15.4446175567146
Chr01,1852957,15.5035636525576
Chr01,1853938,15.5136090214478
Chr01,1853949,15.5137219048274
Chr01,1857109,15.5463754269941
Chr01,1857145,15.5467500237095
Chr01,1857159,15.5468957160482
Chr01,1857227,15.5476034907293
Chr01,1857233,15.5476659514846
Chr01,1859310,15.5693859129124
Chr01,1860622,15.5832071920321
Chr01,1861004,15.5872461622961
Chr01,1861017,15.5873837317087
Chr01,1861051,15.5877435652298
Chr01,1861078,15.5880293530998
Chr01,1871458,15.700399574144
Chr01,1871467,15.70049919239
Chr01,1871471,15.7005434683952
Chr01,1871472,15.7005545375147
Chr01,1878482,15.7793190321835
Chr01,1878551,15.7801060268275
Chr01,1878632,15.7810301834206
Chr01,1878683,15.7816122223443
Chr01,1878731,15.7821601384459
Chr01,1878767,15.7825711485618
Chr01,1878806,15.7830164801777
Chr01,1878821,15.7831877811368
Chr01,1878906,15.7841586919452
Chr01,1878917,15.7842843647438
Chr01,1879029,15.7855642752837
Chr01,1879044,15.7857357379223
Chr01,1881522,15.8142110741598
Chr01,1881543,15.8144536654477
Chr01,1882834,15.8294085525472
Chr01,1882914,15.8303379468934
Chr01,1896822,15.9967331244205
Chr01,1896827,15.9967946908394
Chr01,1923171,16.3392614625903
Chr01,1923172,16.3392751651742
Chr01,1923178,16.3393573818242
Chr01,1923180,16.3393847878109
Chr01,1923187,16.3394807104843
Chr01,1923214,16.3398507229993
Chr01,1923284,16.3408102000808
Chr01,1934593,16.49927044505
Chr01,1944445,16.6399867852476
Chr01,1944511,16.64092302352
Chr01,1944580,16.6419016200199
Chr01,1944587,16.6420008865278
Chr01,1944796,16.6449637189262
Chr01,1944856,16.6458139366713
Chr01,1944865,16.6459414554325
Chr01,1944867,16.6459697924408
Chr01,1944888,16.6462673201589
Chr01,1944895,16.6463664916478
Chr01,1962550,16.8831575285862
Chr01,1962879,16.8871953715879
Chr01,1962924,16.8877462471608
Chr01,1966231,16.9272521530724
Chr01,1966588,16.9313960530024
Chr01,1966645,16.93205540301
Chr01,1968801,16.9565342883747
Chr01,1968936,16.958037438235
Chr01,1970197,16.9719115349457
Chr01,1970221,16.9721726930803
Chr01,1970230,16.9722705995768
Chr01,2010423,17.2805453183892
Chr01,2010439,17.2806255672217
Chr01,2010441,17.2806355964461
Chr01,2010475,17.2808060293701
Chr01,2010579,17.2813266051627
Chr01,2010633,17.281596459757
Chr01,2010637,17.2816164369157
Chr01,2014854,17.3017773754883
Chr01,2014887,17.3019282578358
Chr01,2014945,17.3021931936381
Chr01,2014973,17.3023209791029
Chr01,2015007,17.302476046951
Chr01,2015236,17.303517617281
Chr01,2015978,17.3068585550868
Chr01,2046151,17.4087529277734
Chr01,2046202,17.408885410526
Chr01,2046234,17.4089684960501
Chr01,2046262,17.4090411700716
Chr01,2046267,17.409054145044
Chr01,2055012,17.4308038920103
Chr01,2055189,17.4312294756382
Chr01,2055284,17.4314577367225
Chr01,2055297,17.4314889639204
Chr01,2057848,17.4375829330353
Chr01,2062102,17.4476633945068
Chr01,2062125,17.4477178490487
Chr01,2062140,17.447753363446
Chr01,2062285,17.4480966937676
Chr01,2062323,17.4481866778002
Chr01,2063900,17.4519254137469
Chr01,2063918,17.4519681536396
Chr01,2064107,17.4524170359521
Chr01,2064125,17.45245979774
Chr01,2068285,17.4624203034678
Chr01,2089747,17.52110678373
Chr01,2089748,17.5211099917526
Chr01,2102012,17.5655129498051
Chr01,2110101,17.6014877801154
Chr01,2110114,17.6015506106281
Chr01,2110222,17.6020732461818
Chr01,2110253,17.6022234794596
Chr01,2110258,17.6022477197287
Chr01,2173362,18.0401409903391
Chr01,2173490,18.0411539734364
Chr01,2173512,18.0413280722763
Chr01,2173690,18.042736604579
Chr01,2173875,18.0442003599131
Chr01,2192031,18.1852893980191
Chr01,2192042,18.1853723113784
Chr01,2192127,18.1860128589653
Chr01,2192166,18.1863066702324
Chr01,2218777,18.3687066453514
Chr01,2218819,18.3689576181227
Chr01,2250525,18.5331415042188
Chr01,2250891,18.5349560222122
Chr01,2250977,18.5353828305221
Chr01,2270272,18.6396494113119
Chr01,2270395,18.6403950106199
Chr01,2270653,18.6419633855216
Chr01,2270670,18.6420669400371
Chr01,2271028,18.644253803433
Chr01,2271911,18.6496967456968
Chr01,2271926,18.6497897956487
Chr01,2271989,18.6501808154197
Chr01,2282851,18.7214475364889
Chr01,2282871,18.7215835797644
Chr01,2283839,18.7281786041164
Chr01,2283853,18.7282741251135
Chr01,2283895,18.7285607095197
Chr01,2283919,18.7287244863409
Chr01,2299122,18.8312371153161
Chr01,2299157,18.8314626231503
Chr01,2299176,18.8315850067816
Chr01,2299207,18.831784632479
Chr01,2299210,18.8318039476113
Chr01,2299221,18.8318747644972
Chr01,2299226,18.8319069512538
Chr01,2301070,18.8436548145498
Chr01,2303853,18.8608784179271
Chr01,2303896,18.8611395562325
Chr01,2303953,18.8614854793579
Chr01,2304084,18.8622794707401
Chr01,2307385,18.8818076153324
Chr01,2307613,18.8831218104464
Chr01,2307622,18.8831735933297
Chr01,2307702,18.8836335739471
Chr01,2308630,18.8889282141918
Chr01,2308986,18.8909391244343
Chr01,2308991,18.890967287242
Chr01,2308993,18.8909785517411
Chr01,2309002,18.8910292375749
Chr01,2309011,18.8910799161878
Chr01,2309030,18.8911868806537
Chr01,2309079,18.8914625877883
Chr01,2309102,18.8915919274612
Chr01,2309132,18.8917605604148
Chr01,2309253,18.8924398972029
Chr01,2309254,18.8924455061034
Chr01,2309260,18.8924791576281
Chr01,2309351,18.8929891441495
Chr01,2309377,18.8931347184058
Chr01,2309462,18.8936102115021
Chr01,2309489,18.8937611149113
Chr01,2335057,19.0062265684275
Chr01,2335216,19.0067548835995
Chr01,2335237,19.0068245355352
Chr01,2335301,19.0070366279153
Chr01,2336067,19.009554247861
Chr01,2385192,19.1353631116542
Chr01,2385222,19.1354454076794
Chr01,2385583,19.1364387818943
Chr01,2385591,19.1364608605455
Chr01,2385602,19.1364912233089
Chr01,2385648,19.136618252864
Chr01,2385653,19.1366320660706
Chr01,2385667,19.136670748942
Chr01,2387950,19.1430926188172
Chr01,2388109,19.1435481096645
Chr01,2388137,19.1436284304437
Chr01,2388206,19.1438265022172
Chr01,2388290,19.14406789842
Chr01,2388424,19.1444535843148
Chr01,2392015,19.1550547982013
Chr01,2393325,19.1590431644292
Chr01,2393338,19.1590830512553
Chr01,2393871,19.1607235100714
Chr01,2417860,19.2420265744335
Chr01,2419974,19.2496031432326
Chr01,2420015,19.2497502924914
Chr01,2420036,19.2498256640939
Chr01,2454489,19.3676773295845
Chr01,2454501,19.3677135529032
Chr01,2454796,19.3686024060373
Chr01,2470471,19.4149659739759
Chr01,2470734,19.4157915873188
Chr01,2470735,19.4157947333854
Chr01,2470743,19.4158199038048
Chr01,2474246,19.4272031860801
Chr01,2474293,19.4273613671972
Chr01,2474306,19.427405147444
Chr01,2474533,19.4281715894889
Chr01,2474606,19.4284188652551
Chr01,2485214,19.4696146049926
Chr01,2485387,19.4703915856406
Chr01,2485557,19.4711589636004
Chr01,2486840,19.4770769383414
Chr01,2486879,19.4772603997265
Chr01,2486943,19.4775619293265
Chr01,2487185,19.4787073324569
Chr01,2487193,19.4787453392365
Chr01,2503424,19.5785701536779
Chr01,2503426,19.5785857340861
Chr01,2503431,19.5786246891622
Chr01,2503465,19.5788897373764
Chr01,2518085,19.714969022185
Chr01,2518229,19.7164988701499
Chr01,2518232,19.7165307751085
Chr01,2518233,19.7165414103946
Chr01,2518253,19.7167541475968
Chr01,2518386,19.7181703722168
Chr01,2518518,19.7195785557683
Chr01,2518556,19.7199844215787
Chr01,2524909,19.7906016716442
Chr01,2525313,19.7952604963841
Chr01,2525323,19.7953760421906
Chr01,2525326,19.7954107080684
Chr01,2525339,19.7955609382576
Chr01,2525365,19.795861454101
Chr01,2525387,19.7961157944387
Chr01,2525672,19.799415411043
Chr01,2547813,20.072136735222
Chr01,2547830,20.0723505260485
Chr01,2547868,20.0728283917189
Chr01,2547869,20.0728409667616
Chr01,2547897,20.0731930602431
Chr01,2548777,20.0842510938411
Chr01,2548815,20.0847282533445
Chr01,2548821,20.08480359164
Chr01,2548828,20.0848914853936
Chr01,2548886,20.0856197095639
Chr01,2550415,20.1047916194298
Chr01,2563691,20.2685082383882
Chr01,2563718,20.2688349381822
Chr01,2563806,20.269899529795
Chr01,2564566,20.279080371346
Chr01,2564827,20.2822276735541
Chr01,2564831,20.2822758855751
Chr01,2564937,20.2835532556771
Chr01,2567479,20.3140384712569
Chr01,2567497,20.3142532995934
Chr01,2567529,20.3146351796112
Chr01,2567548,20.314861898433
Chr01,2569080,20.3330867005826
Chr01,2569222,20.334770259747
Chr01,2569227,20.3348295221355
Chr01,2569253,20.3351376669342
Chr01,2570294,20.3474479941984
Chr01,2570486,20.3497125957843
Chr01,2571747,20.3645391857834
Chr01,2606521,20.7309828844565
Chr01,2606531,20.7310735827993
Chr01,2606540,20.7311552027126
Chr01,2606542,20.7311733393653
Chr01,2606567,20.7314000135858
Chr01,2610906,20.7697957548142
Chr01,2610941,20.7700978821096
Chr01,2611001,20.7706155343733
Chr01,2611190,20.7722438264215
Chr01,2611205,20.7723729056523
Chr01,2646017,21.0161695210867
Chr01,2646353,21.0180163178895
Chr01,2646411,21.0183342021196
Chr01,2647809,21.0259157482023
Chr01,2649578,21.0352891550741
Chr01,2649939,21.0371720167492
Chr01,2649940,21.0371772183916
Chr01,2649942,21.0371876214439
Chr01,2649944,21.0371980241861
Chr01,2650024,21.0376138796968
Chr01,2650050,21.0377489259783
Chr01,2650053,21.0377645048722
Chr01,2650065,21.0378268134778
Chr01,2656095,21.0677456559339
Chr01,2656121,21.0678687316926
Chr01,2658730,21.0799654089639
Chr01,2658741,21.0800153547332
Chr01,2658751,21.0800607523329
Chr01,2659990,21.0856293514349
Chr01,2660086,21.086056180797
Chr01,2670257,21.1276074002061
Chr01,2670272,21.1276634485617
Chr01,2672439,21.1356038946615
Chr01,2672688,21.1364964917604
Chr01,2673991,21.1411014918776
Chr01,2674235,21.1419515847071
Chr01,2674255,21.1420210939675
Chr01,2674477,21.1427909144491
Chr01,2677095,21.1516313980711
Chr01,2677115,21.1516972598682
Chr01,2682180,21.1675770529038
Chr01,2682335,21.1680382647886
Chr01,2682366,21.1681303339141
Chr01,2682499,21.1685246866311
Chr01,2682574,21.1687465995701
Chr01,2786625,21.4539742093652
Chr01,2786639,21.4540500098655
Chr01,2786650,21.4541095820992
Chr01,2786706,21.454413059537
Chr01,2788471,21.4641514379709
Chr01,2788793,21.4659647110618
Chr01,2788810,21.4660607598771
Chr01,2788877,21.4664396150981
Chr01,2808047,21.5961072497215
